location_id,pm2_5,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed,latitude,longitude
81,3.14,3.79,1.13,0.2,55.72,117.53,1,11.99,76,1.66,-37.008669,-73.148086
82,0.83,1.1,3.73,0.72,51.7,106.83,1,22.16,64,6.06,52.370508000029915,4.642319000180212
85,1.13,1.94,3.44,0.47,51.7,111.45,1,22.32,61,5.46,52.388271999985,6.402932999609704
86,0.84,1.32,1.83,0.21,48.25,101.94,1,22.18,59,6.85,51.5475,5.8382
87,0.84,1.32,1.83,0.21,48.25,101.94,1,22.15,59,6.79,51.5359,5.80859
90,0.5,0.5,0.54,0.01,34.75,113.95,1,10.99,66,2.84,47.8943389,106.8824722
93,1.01,1.56,2.7,0.33,49.59,106.34,1,22.26,59,5.51,51.84137200018528,5.857776999815399
94,0.54,0.69,0.28,0.08,17.57,98.41,1,29.01,66,1.99,13.775373291477,100.56892844813
95,0.86,1.1,4.08,0.77,51.14,107.62,1,22.21,63,5.16,52.359714000013874,4.866208000411839
96,0.83,1.07,4.12,0.84,52.04,107.31,1,22.11,64,6.81,52.49399200004851,4.601986000379324
97,0.83,1.07,4.12,0.84,52.04,107.31,1,22.1,64,6.71,52.46303900009865,4.60184200043928
98,0.86,1.1,4.08,0.77,51.14,107.62,1,22.21,63,5.39,52.39397200025616,4.870156999790721
99,0.61,0.97,1.04,0.08,47.95,98.13,1,22.07,59,5.04,50.8598,5.71381
100,0.83,1.1,3.73,0.72,51.7,106.83,1,22.25,63,5.4,52.33400300025121,4.7740060003231
101,0.83,1.07,4.12,0.84,52.04,107.31,1,22.2,64,5.8,52.42801700027339,4.7734780002434976
102,0.86,1.1,4.08,0.77,51.14,107.62,1,22.21,63,5.36,52.381331000231505,4.845232999687698
103,25.94,29.9,15.04,0.99,9.96,616.91,3,30.92,69,3.72,28.623499999999996,77.2494
135,0.54,0.69,0.28,0.08,17.57,98.41,1,28.88,66,2.09,13.664087,100.543436
136,8.74,10.49,2.05,0.8,64.48,116.41,2,11.94,81,1.95,-32.833639,-70.99693
137,5.18,12.11,3.62,2.24,63.23,102.31,2,19.65,71,7.52,51.617327,-0.298775
138,0.54,0.69,0.28,0.08,17.57,98.41,1,29.02,67,1.86,13.792635009230002,100.59607755884001
139,5.39,9.59,0.06,0.42,89.27,69.25,2,13.42,61,2.0,-20.259620485825,-70.088653564453
140,5.39,9.59,0.06,0.42,89.27,69.25,2,15.99,62,1.89,-20.290859340668,-70.09955406189
141,5.37,14.4,3.12,2.26,65.0,104.7,2,19.92,72,7.38,51.48878999962389,-0.44161399993549455
142,20.31,25.41,11.65,2.99,22.98,182.05,2,19.89,90,0.98,30.63,104.07
143,14.48,20.62,14.98,13.02,17.27,157.78,2,29.3,76,4.08,31.21,121.44
144,17.33,20.52,13.08,6.04,17.98,242.06,2,28.92,67,3.87,23.12,113.32
145,5.0,8.4,0.08,0.18,93.2,71.36,2,16.45,59,3.21,-22.087,-70.193253
146,5.02,11.48,3.76,2.37,65.67,101.13,2,20.29,70,6.94,51.4804994936467,-0.0595528932573422
147,4.85,10.01,4.08,2.42,66.0,99.35,2,20.08,70,6.86,51.45258,0.070766
148,5.02,11.48,3.76,2.37,65.67,101.13,2,20.12,70,6.8,51.52229,-0.125889
149,5.2,12.94,3.44,2.31,65.33,102.92,2,20.03,71,7.0,51.518948,-0.265617
150,5.02,11.48,3.76,2.37,65.67,101.13,2,19.87,69,7.01,51.58412799971813,-0.1252540000016108
151,5.02,11.48,3.76,2.37,65.67,101.13,2,20.24,69,6.71,51.5225294860844,-0.0421550991900347
152,5.02,11.48,3.76,2.37,65.67,101.13,2,19.92,70,6.86,51.54421,-0.175269
153,5.37,14.4,3.12,2.26,65.0,104.7,2,19.93,72,7.45,51.49632999971629,-0.4608609995824734
154,5.02,11.48,3.76,2.37,65.67,101.13,2,20.13,70,6.85,51.52253,-0.154611
155,5.2,12.94,3.44,2.31,65.33,102.92,2,20.05,70,6.95,51.52105,-0.21349199999999996
156,5.2,12.94,3.44,2.31,65.33,102.92,2,20.08,71,7.45,51.42099,-0.339647
157,4.85,10.01,4.08,2.42,66.0,99.35,2,20.15,69,6.31,51.4659832746662,0.184877126994369
158,5.2,12.94,3.44,2.31,65.33,102.92,2,20.0,71,7.45,51.425285999344624,-0.3456059996846904
159,5.02,11.48,3.76,2.37,65.67,101.13,2,20.21,70,6.87,51.4946699996591,-0.13193099964204494
160,1.08,2.12,0.71,0.23,54.19,113.66,1,15.42,95,8.32,55.001225,-7.329115
161,0.67,1.68,1.19,0.28,31.04,102.0,1,27.28,87,1.63,29.7337263,-95.2575931
162,0.96,2.05,1.06,0.25,34.84,104.79,1,27.28,88,1.85,29.670025,-95.128508
163,0.73,2.85,0.18,0.11,31.51,94.46,1,27.53,89,1.38,29.144291,-95.756601
164,0.76,1.65,1.75,0.38,31.3,104.96,1,27.18,87,1.2,29.81453,-95.38769
165,1.44,2.13,3.7,1.16,29.57,115.62,1,26.74,91,0.96,30.2362,-95.4832
166,0.67,1.68,1.19,0.28,31.04,102.0,1,27.28,87,1.58,29.7176,-95.3414
167,0.7,1.95,0.07,0.06,32.65,98.81,1,27.45,89,2.31,29.3879,-95.0414
168,0.67,1.68,1.19,0.28,31.04,102.0,1,27.27,88,1.56,29.7679965,-95.2205822
169,0.67,1.68,1.19,0.28,31.04,102.0,1,27.25,86,1.42,29.752778,-95.350278
170,0.65,2.46,0.12,0.09,30.92,95.36,1,27.59,89,1.67,29.0437592,-95.4729462
171,0.68,2.32,0.48,0.17,32.21,96.05,1,27.26,88,1.51,29.5741,-95.6497
172,0.96,2.05,1.06,0.25,34.84,104.79,1,27.3,88,1.59,29.7647877,-95.1785379
173,0.66,2.0,0.72,0.2,32.12,96.78,1,27.18,88,1.33,29.7233,-95.6358
174,1.44,2.56,1.37,0.3,40.59,110.62,1,27.18,89,1.19,29.821389,-94.99
175,0.89,2.15,0.07,0.05,34.78,101.54,1,27.45,88,2.74,29.3852338,-94.9315197
176,0.63,2.4,0.07,0.08,30.15,96.43,1,27.65,88,2.01,28.96443,-95.35483
177,1.1,2.11,1.56,0.34,35.94,107.79,1,27.18,89,1.18,29.8586111,-95.1602778
178,1.44,2.13,3.7,1.16,29.57,115.62,1,26.51,92,1.34,30.3503017,-95.4251278
179,1.08,2.29,0.5,0.14,36.72,104.56,1,27.44,88,2.67,29.4057,-94.94712
180,1.1,2.11,1.56,0.34,35.94,107.79,1,27.22,88,1.48,29.8027073,-95.1254948
181,0.67,1.84,0.95,0.24,31.58,99.39,1,27.23,87,1.37,29.7216,-95.49265
183,0.96,2.05,1.06,0.25,34.84,104.79,1,27.29,88,1.61,29.7616528,-95.0813861
184,1.1,2.11,1.56,0.34,35.94,107.79,1,27.13,89,1.04,29.9208333,-95.0683333
186,0.76,1.65,1.75,0.38,31.3,104.96,1,27.13,88,0.93,29.9011,-95.3261
187,0.67,1.84,0.95,0.24,31.58,99.39,1,27.23,87,1.43,29.6958,-95.4992
188,0.67,1.84,0.95,0.24,31.58,99.39,1,27.26,88,1.56,29.6239,-95.4742
189,0.76,1.65,1.75,0.38,31.3,104.96,1,27.06,89,0.98,29.961944,-95.235
190,1.73,2.66,3.54,1.23,35.02,117.47,1,27.04,92,1.5,30.05786,-95.06147
191,0.83,2.0,0.56,0.15,33.74,101.8,1,27.34,88,2.07,29.5831,-95.0156
192,0.7,1.66,1.35,0.31,31.67,101.22,1,27.16,87,1.15,29.8342,-95.4892
193,0.67,1.68,1.19,0.28,31.04,102.0,1,27.27,87,1.75,29.6256,-95.2672
194,0.76,1.65,1.75,0.38,31.3,104.96,1,27.2,88,1.24,29.8280859,-95.2840958
195,0.67,1.68,1.19,0.28,31.04,102.0,1,27.28,87,1.71,29.68639,-95.294724
196,0.64,1.67,0.95,0.24,32.04,97.5,1,27.13,88,1.21,29.8330556,-95.6569444
197,1.26,2.42,0.94,0.22,38.65,107.59,1,27.28,88,1.67,29.7330556,-94.9847222
198,0.67,1.84,0.95,0.24,31.58,99.39,1,27.15,88,1.21,29.778333,-95.538056
199,1.44,2.56,1.37,0.3,40.59,110.62,1,27.18,89,1.19,29.823319,-94.983786
200,1.07,1.89,2.53,0.73,30.62,108.42,1,26.95,89,0.61,30.011667,-95.5225
202,0.89,2.15,0.07,0.05,34.78,101.54,1,29.0,78,3.22,29.2544736,-94.8612886
203,0.58,1.68,0.56,0.16,32.41,93.8,1,27.05,89,1.34,29.8105556,-95.8061111
204,0.59,1.71,0.63,0.17,30.78,99.04,1,27.29,88,1.62,29.5204432,-95.3925089
205,0.84,1.7,1.68,0.46,31.47,102.42,1,26.91,91,0.85,30.039524,-95.6739508
206,0.59,1.71,0.63,0.17,30.78,99.04,1,27.29,88,1.69,29.5894444,-95.3536111
207,5.37,7.33,0.74,0.33,111.31,87.03,3,13.87,49,2.79,39.482481,-121.221235
209,6.84,10.14,0.26,0.09,103.93,88.12,3,14.59,66,0.59,40.539299,-112.299797
210,5.06,6.1,1.64,0.13,44.91,135.99,1,11.52,75,0.92,-36.601713211434,-72.958522830688
211,4.97,15.95,0.33,0.71,79.05,76.55,2,12.55,88,0.63,37.0481,-122.074603
212,8.2,8.89,1.32,0.36,65.35,119.27,2,21.26,84,2.66,35.408138,-94.524414
213,21.3,21.81,0.3,0.02,111.74,106.76,3,15.66,65,0.99,42.565089,-114.494717
214,5.37,7.33,0.74,0.33,111.31,87.03,3,13.87,49,2.79,39.482385,-121.221128
215,4.62,5.02,5.32,0.63,63.77,143.52,2,15.49,74,2.22,43.61,-83.36
216,4.99,5.28,1.76,1.55,85.17,122.64,2,15.93,81,1.81,41.696667,-86.214722
217,5.43,5.68,2.37,1.17,83.65,120.59,2,16.37,78,2.06,40.431667,-86.8525
218,4.99,5.18,1.93,1.36,87.9,118.98,2,17.07,80,2.08,41.617814,-87.199533
219,7.37,7.87,2.18,2.01,93.46,121.1,2,16.79,79,2.14,39.237457,-85.891332
220,5.68,6.05,1.94,0.53,88.24,122.41,2,15.46,77,2.54,41.169722,-85.629444
221,6.5,6.86,2.47,1.16,81.91,122.01,2,16.29,75,1.8,39.810833,-86.114444
222,5.54,5.83,2.91,1.39,72.55,124.19,2,17.52,75,2.19,39.485987,-87.401312
223,5.27,5.48,2.13,1.37,87.19,119.39,2,17.14,80,2.0,41.606563,-87.305015
224,6.95,7.42,2.66,0.67,83.34,130.29,2,15.86,72,2.46,41.094965,-85.101816
225,6.66,7.19,2.45,2.71,98.14,118.34,2,17.64,76,3.01,38.30703,-85.832974
226,5.57,5.93,1.72,0.79,84.85,122.89,2,15.76,80,1.87,41.657155,-85.968446
227,5.73,6.06,2.35,1.0,84.45,121.99,2,15.89,78,2.39,40.481347,-86.109688
228,6.85,7.21,2.08,1.37,88.13,119.56,2,16.16,75,2.15,39.960884,-85.939546
229,10.12,10.93,2.08,0.33,65.87,121.42,2,21.65,84,1.99,34.1795,-93.0988
230,20.32,29.57,4.76,5.35,179.07,153.67,4,18.34,51,1.89,34.894054,-117.024756
231,16.71,26.46,2.57,5.25,157.91,134.17,4,16.0,55,0.58,34.4101,-116.906874
232,15.1,21.73,1.67,1.77,154.37,111.39,4,19.49,40,0.91,35.774455,-117.372109
233,16.65,17.3,0.62,0.14,115.25,110.4,3,13.39,86,1.62,47.663962,-117.25765
234,9.62,10.36,0.41,0.03,101.78,88.95,3,11.64,59,1.9,45.426351,-117.296066
235,25.94,29.9,15.04,0.99,9.96,616.91,3,30.97,69,3.64,28.646835,77.316032
236,25.94,29.9,15.04,0.99,9.96,616.91,3,30.77,69,3.89,28.6341,77.2005
237,7.26,23.54,0.2,0.48,74.61,81.34,2,20.25,76,2.0,32.543475,-117.029028
238,8.4,8.74,1.33,1.64,84.62,105.8,2,20.49,72,2.28,38.7108,-90.4758
239,5.92,20.33,0.32,0.09,98.63,85.39,2,26.56,51,0.72,34.243889,-113.558611
240,3.99,4.51,3.75,1.48,103.89,125.18,3,17.47,66,4.13,41.5503,-73.0442
241,0.86,1.24,2.75,0.46,51.98,104.66,1,22.18,62,4.68,51.8879,4.38881
242,5.0,5.54,3.57,0.58,66.93,126.33,2,12.74,90,1.29,45.5639,-88.81
243,7.85,9.2,1.74,0.42,79.66,116.5,2,20.14,86,3.31,37.695801,-94.037498
244,8.42,8.87,1.61,0.75,88.76,111.67,2,19.55,83,1.78,39.303056,-94.376389
245,8.75,9.1,1.16,1.81,87.52,103.89,2,20.51,76,1.83,38.490299,-90.705299
246,9.13,11.05,2.16,0.67,69.74,110.69,2,19.67,84,3.11,37.256136,-93.299886
247,7.71,8.88,2.64,0.62,60.55,121.91,2,20.22,85,3.45,37.198286,-94.317246
248,7.97,8.32,1.29,1.55,86.56,106.2,2,20.28,71,2.34,38.673172,-90.239086
249,7.98,8.4,1.75,2.17,97.47,113.89,2,20.56,70,3.07,37.701893,-89.697655
250,8.18,8.53,1.22,1.7,87.99,105.31,2,20.51,74,2.46,38.448633,-90.39854
251,9.13,11.05,2.16,0.67,69.74,110.69,2,19.46,83,3.21,37.31951,-93.204635
252,9.57,9.98,1.1,1.88,92.37,106.48,2,19.35,75,2.34,37.652142,-91.11689
253,8.98,9.37,0.95,2.16,97.72,103.79,2,20.16,75,2.31,37.8969,-90.4222
254,7.76,8.12,1.36,1.4,85.15,107.1,2,20.36,71,2.53,38.8708,-90.224403
255,8.3,8.68,1.66,1.09,79.64,102.87,2,20.29,78,2.23,39.4751,-91.78899
256,9.01,10.57,1.68,0.71,77.24,106.71,2,19.34,84,3.03,37.1231,-93.2631
257,6.72,6.9,2.56,1.12,76.76,121.64,2,19.04,81,2.36,39.9544,-94.849
258,7.97,8.35,1.36,0.62,91.11,111.01,2,19.38,83,2.02,39.530602,-94.555801
259,8.46,8.87,1.76,0.54,82.25,115.16,2,19.87,84,1.07,39.10465,-94.57055
260,7.11,7.33,2.0,0.75,80.92,118.45,2,19.54,83,2.29,39.741667,-94.858333
261,8.22,8.61,1.56,0.58,86.69,113.09,2,19.49,84,1.72,39.331913,-94.580841
262,8.45,8.76,1.45,1.32,86.49,103.35,2,20.25,66,2.37,38.706,-92.093
263,8.19,8.61,1.47,0.88,92.92,109.61,2,19.29,83,1.88,39.407452,-94.265373
264,8.23,8.55,1.46,1.44,81.87,107.01,2,20.42,73,2.7,38.9022,-90.4469
265,0.86,1.24,2.75,0.46,51.98,104.66,1,22.19,62,4.82,51.8701,4.31806
266,6.12,6.57,8.5,0.74,64.05,157.49,2,17.76,60,2.95,38.9025,-76.653099
267,3.42,3.75,2.62,0.68,76.28,119.62,2,15.7,60,2.67,39.9231,-77.3078
268,9.36,10.05,2.97,3.99,107.89,123.87,3,15.95,72,3.06,39.5327,-84.7286
269,4.25,8.88,2.24,0.95,57.44,103.19,1,19.63,68,8.41,52.271886,-0.879898
270,0.7,0.91,1.47,0.05,58.35,95.17,1,10.01,84,3.23,-37.463035064801,-72.324575155457
271,9.44,11.19,1.08,1.49,66.18,92.46,2,12.82,66,0.75,-32.736065,-71.450827
272,6.19,6.44,3.79,0.78,61.86,128.42,2,17.41,76,2.13,40.0519,-88.3724
273,5.5,5.82,1.25,2.16,103.55,109.05,3,18.16,71,3.01,38.7408,-87.4853
274,4.21,5.11,8.41,1.96,85.08,152.93,2,17.11,63,2.89,40.3833,-75.9686
275,2.11,2.56,9.5,1.35,69.16,147.38,2,17.36,66,2.98,41.5231,-74.215
276,6.79,20.86,0.52,1.04,84.26,75.22,2,15.71,87,0.88,35.36639,-120.8426
277,5.51,5.67,1.1,1.05,91.72,110.39,2,16.75,86,2.74,42.2869,-89.9997
278,5.55,5.93,2.0,0.82,94.25,110.21,2,19.65,77,0.49,36.47,-83.83
279,4.09,4.56,0.17,0.06,71.75,103.33,2,23.73,94,1.21,30.1103,-84.9903
280,4.24,18.05,0.17,0.03,73.16,80.06,2,27.46,47,1.15,33.461807,-112.128044
281,0.92,1.22,6.1,0.53,65.31,128.43,2,17.43,77,4.34,43.111364,-70.76973
282,3.56,3.74,0.22,0.12,93.4,67.05,2,8.08,75,2.37,42.8698,-109.8708
283,4.73,5.15,2.37,2.65,82.37,116.9,2,15.04,69,1.3,40.7208,-77.9319
284,5.29,5.59,2.5,3.37,112.93,128.44,3,14.0,78,0.65,44.180901,-85.738998
285,0.89,0.96,0.29,0.27,90.32,64.66,2,13.05,78,2.1,53.493889,-114.449722
286,16.78,17.98,4.02,0.82,8.4,261.05,2,29.7,69,3.06,24.7489694,84.9438395
287,4.1,4.74,0.89,2.35,100.78,77.76,3,14.53,72,2.99,54.216473,-111.50264
288,7.55,10.99,0.47,1.4,106.22,89.68,3,15.46,67,1.49,40.733501,-111.87169600000001
289,5.16,5.42,1.13,0.95,101.25,98.97,3,21.49,66,2.43,36.1767,-86.7386
292,10.68,12.81,1.35,1.35,60.45,99.48,2,12.79,63,0.5,-32.929552,-71.440571
293,0.67,1.84,0.36,0.64,61.33,112.17,2,9.74,74,1.07,61.205861,-149.8246
294,1.9,4.29,4.22,0.7,41.33,97.08,1,11.2,67,0.51,-41.4795069236,-72.968755930145
295,5.0,8.4,0.08,0.18,93.2,71.36,2,16.69,60,3.18,-22.063792,-70.185945
296,4.4,7.27,0.06,0.15,90.12,71.91,2,15.71,64,2.82,-22.111064,-70.210828
297,1.48,1.55,0.23,0.06,75.77,66.6,2,12.77,60,1.7,53.1325,-117.09111
298,4.1,4.8,0.53,0.41,104.74,75.28,3,14.1,75,2.59,53.800117,-112.927795
299,9.48,11.2,4.95,0.5,59.59,187.2,1,11.42,75,1.59,-33.365775677885,-70.748288055225
300,5.47,5.96,7.34,0.8,68.47,151.37,2,17.79,56,2.41,39.1694,-76.6281
301,27.81,32.17,15.01,0.85,8.27,601.83,3,30.75,71,3.77,28.4501238,77.0263051
304,0.64,1.06,1.1,0.14,39.81,74.89,1,8.73,71,1.94,-34.06666669999999,150.7952778
305,10.35,13.7,1.11,0.53,113.56,102.01,3,14.73,73,1.25,41.842778,-111.85193999999998
306,5.66,5.79,1.36,0.22,67.31,127.57,2,21.71,90,2.49,36.3572,-96.0
307,6.34,8.76,1.1,1.26,74.71,87.68,2,13.57,90,0.63,49.7064,-123.1544
308,1.44,2.56,1.37,0.3,40.59,110.62,1,27.18,89,1.19,29.812,-94.9878
309,1.97,2.08,0.34,0.22,68.05,77.7,2,28.22,67,0.99,25.67555,-100.33833
310,0.54,0.69,0.28,0.08,17.57,98.41,1,28.92,65,2.18,13.732878086814,100.48601837802
311,6.78,7.18,2.54,1.33,83.17,123.27,2,16.44,75,1.75,39.768056,-86.16
312,5.56,5.77,2.33,1.38,86.49,119.8,2,17.21,80,1.9,41.628611,-87.461389
313,8.57,19.94,0.73,0.23,113.06,92.3,3,24.66,44,1.03,36.139881,-115.175572
314,6.78,7.18,2.54,1.33,83.17,123.27,2,16.41,75,1.76,39.787933,-86.13088
315,7.45,7.94,1.83,2.02,97.15,117.96,2,16.59,78,2.34,39.294322,-85.766845
316,10.17,10.9,0.33,0.2,110.32,89.34,3,13.84,56,1.45,39.063033,-119.2044
317,9.39,22.74,0.55,0.23,113.95,92.25,3,22.42,42,0.16,36.357778,-115.361389
318,5.45,6.04,2.88,3.09,73.84,131.68,2,22.47,93,2.96,33.435489,-94.075671
319,3.11,5.92,0.28,0.52,45.12,94.63,1,28.68,89,4.42,26.200278,-97.712501
320,3.66,6.26,0.57,0.63,82.44,83.35,2,13.69,70,1.05,39.015,-122.286111
321,2.16,3.38,1.16,0.33,72.43,97.15,2,25.52,88,2.56,31.122527,-97.431158
322,7.2,7.73,2.89,1.99,86.04,127.42,2,16.81,79,1.93,39.263914,-86.292261
323,9.44,11.19,1.08,1.49,66.18,92.46,2,12.87,65,0.57,-32.795151048047,-71.533019680176
326,6.76,7.42,1.14,0.15,75.65,122.2,2,22.55,97,2.77,32.329042,-90.182659
327,4.09,16.78,0.18,0.06,66.51,81.01,2,27.42,50,1.14,33.11753,-111.88491
328,6.09,6.54,3.85,0.75,90.4,119.19,2,15.67,75,0.15,35.9722,-81.9331
329,5.47,6.98,2.96,0.39,78.79,111.83,2,10.43,73,0.54,35.765413,-82.264944
330,7.7,10.59,0.68,3.61,104.55,89.95,3,14.93,70,1.23,40.253502,-111.6632
331,7.7,10.59,0.68,3.61,104.55,89.95,3,14.88,69,1.1,40.3414,-111.71360000000001
332,9.48,11.2,4.95,0.5,59.59,187.2,1,11.42,75,1.59,-33.344152616081,-70.739593505859
333,9.48,11.2,4.95,0.5,59.59,187.2,1,11.42,75,1.59,-33.34970931173,-70.724530220031
334,0.52,1.08,0.86,0.34,42.48,98.59,1,29.24,82,2.04,25.7947,-80.2156
335,1.33,1.8,0.78,0.45,44.0,100.62,1,29.32,83,1.24,25.4719,-80.4828
336,0.57,1.02,0.95,0.3,50.8,76.56,1,9.56,69,3.59,-33.9177778,151.1347222
337,3.19,7.49,1.47,0.55,61.29,106.63,2,18.91,73,7.17,52.511722,-1.830583
